date,equity,vix,commodity,bond
2004-01-02,1108.47998046875,18.219999313354492,261.6553,311.47
2004-01-05,1122.219970703125,17.489999771118164,271.8493,311.21299999999997
2004-01-06,1123.6700439453125,16.729999542236328,272.226,313.888
2004-01-07,1126.3299560546875,15.5,270.45799999999997,314.755
2004-01-08,1131.9200439453125,15.609999656677246,273.5559,314.743
2004-01-09,1121.8599853515625,16.75,276.3313,318.883
2004-01-12,1127.22998046875,16.81999969482422,276.0501,319.091
2004-01-13,1121.219970703125,18.040000915527344,271.0611,320.44599999999997
2004-01-14,1130.52001953125,16.75,270.22,321.618
2004-01-15,1132.050048828125,15.5600004196167,261.0676,321.98400000000004
2004-01-16,1139.8299560546875,15.0,268.5144,321.055
2004-01-20,1138.77001953125,15.210000038146973,274.7404,319.98
2004-01-21,1147.6199951171875,14.34000015258789,273.3769,320.578
2004-01-22,1143.93994140625,14.710000038146973,272.5894,322.22700000000003
2004-01-23,1141.550048828125,14.84000015258789,272.5544,319.856
2004-01-26,1155.3699951171875,14.550000190734863,267.9304,318.084
2004-01-27,1144.050048828125,15.350000381469727,266.2315,319.48900000000003
2004-01-28,1128.47998046875,16.780000686645508,263.7741,316.813
2004-01-29,1134.1099853515625,17.139999389648438,259.6715,316.825
2004-01-30,1131.1300048828125,16.6299991607666,260.08799999999997,318.449
2004-02-02,1135.260009765625,17.110000610351562,266.5418,318.046
2004-02-03,1136.030029296875,17.34000015258789,263.8017,319.328
2004-02-04,1126.52001953125,17.8700008392334,259.5304,318.876
2004-02-05,1128.5899658203125,17.709999084472656,259.5173,317.666
2004-02-06,1142.760009765625,16.0,256.6276,319.876
2004-02-09,1139.81005859375,16.389999389648438,258.343,320.45
2004-02-10,1145.5400390625,15.9399995803833,262.1508,319.607
2004-02-11,1157.760009765625,15.390000343322754,262.9016,321.69599999999997
2004-02-12,1152.1099853515625,15.3100004196167,264.3783,320.70599999999996
2004-02-13,1145.81005859375,15.579999923706055,267.478,321.634
2004-02-17,1156.989990234375,15.399999618530273,269.7693,321.73
2004-02-18,1151.8199462890625,15.59000015258789,268.3139,321.694
2004-02-19,1147.06005859375,15.800000190734863,268.818,321.70599999999996
2004-02-20,1144.1099853515625,16.040000915527344,266.2109,320.618
2004-02-23,1140.989990234375,16.290000915527344,267.1963,321.791
2004-02-24,1139.0899658203125,15.899999618530273,269.0038,322.413
2004-02-25,1143.6700439453125,14.930000305175781,274.3102,322.779
2004-02-26,1144.9100341796875,14.829999923706055,275.694,322.07
2004-02-27,1144.93994140625,14.550000190734863,278.6556,323.731
2004-03-01,1155.969970703125,14.4399995803833,282.9823,323.514
2004-03-02,1149.0999755859375,14.859999656677246,280.9252,322.188
2004-03-03,1151.030029296875,14.550000190734863,274.253,321.87
2004-03-04,1154.8699951171875,14.399999618530273,277.7914,322.712
2004-03-05,1156.8599853515625,14.479999542236328,279.8522,327.963
2004-03-08,1147.199951171875,15.789999961853027,274.7056,329.473
2004-03-09,1140.5799560546875,16.600000381469727,273.1042,331.11
2004-03-10,1123.8900146484375,18.670000076293945,272.1516,330.74199999999996
2004-03-11,1106.780029296875,20.670000076293945,277.4204,330.475
2004-03-12,1120.5699462890625,18.299999237060547,274.3719,330.12699999999995
2004-03-15,1104.489990234375,21.1299991607666,281.3413,329.91
2004-03-16,1110.699951171875,20.34000015258789,281.8188,332.26599999999996
2004-03-17,1123.75,18.110000610351562,286.8468,332.301
2004-03-18,1122.3199462890625,18.530000686645508,286.184,330.57099999999997
2004-03-19,1109.780029296875,19.149999618530273,286.2907,329.61800000000005
2004-03-22,1095.4000244140625,21.579999923706055,285.0588,331.381
2004-03-23,1093.949951171875,20.670000076293945,286.2329,331.756
2004-03-24,1091.3299560546875,19.809999465942383,283.7858,331.691
2004-03-25,1109.18994140625,17.8799991607666,276.6023,331.07099999999997
2004-03-26,1108.06005859375,17.329999923706055,278.064,328.45300000000003
2004-03-29,1122.469970703125,16.5,276.9118,327.177
2004-03-30,1127.0,16.280000686645508,283.3432,326.91
2004-03-31,1126.2099609375,16.739999771118164,282.1227,328.66
2004-04-01,1132.1700439453125,16.649999618530273,276.7797,327.094
2004-04-02,1141.81005859375,15.640000343322754,275.9965,320.883
2004-04-05,1150.5699462890625,14.970000267028809,275.0795,318.901
2004-04-06,1148.1600341796875,15.319999694824219,278.4203,320.147
2004-04-07,1140.530029296875,15.760000228881836,283.9481,320.33299999999997
2004-04-08,1139.3199462890625,16.260000228881836,288.217,319.536
2004-04-12,1145.199951171875,15.279999732971191,290.1607,318.89599999999996
2004-04-13,1129.43994140625,17.260000228881836,285.2277,316.106
2004-04-14,1128.1700439453125,15.619999885559082,285.9379,315.08299999999997
2004-04-15,1128.8399658203125,15.739999771118164,287.0502,314.652
2004-04-16,1134.6099853515625,14.9399995803833,286.505,316.04400000000004
2004-04-19,1135.8199462890625,15.420000076293945,285.23400000000004,315.525
2004-04-20,1118.1500244140625,16.670000076293945,283.8227,314.539
2004-04-21,1124.0899658203125,15.600000381469727,278.39099999999996,314.309
2004-04-22,1139.9300537109375,14.609999656677246,282.8642,315.668
2004-04-23,1140.5999755859375,14.010000228881836,281.2143,313.807
2004-04-26,1135.530029296875,14.770000457763672,284.8737,314.296
2004-04-27,1138.1099853515625,15.069999694824219,289.1986,315.038
2004-04-28,1122.4100341796875,16.290000915527344,288.0207,313.51
2004-04-29,1113.8900146484375,16.600000381469727,288.7322,311.78
2004-04-30,1107.300048828125,17.190000534057617,289.5122,312.844
2004-05-03,1117.489990234375,16.6200008392334,294.9385,312.85400000000004
2004-05-04,1119.550048828125,16.549999237060547,300.8492,311.868
2004-05-05,1121.530029296875,15.770000457763672,303.2353,311.197
2004-05-06,1113.989990234375,17.049999237060547,301.5562,310.46299999999997
2004-05-07,1098.699951171875,18.1299991607666,303.8576,306.623
2004-05-10,1087.1199951171875,19.770000457763672,296.2771,306.28
2004-05-11,1095.449951171875,18.56999969482422,301.9376,306.681
2004-05-12,1097.280029296875,18.139999389648438,304.7947,306.036
2004-05-13,1096.43994140625,18.860000610351562,306.0698,304.785
2004-05-14,1095.699951171875,18.469999313354492,305.6112,306.379
2004-05-17,1084.0999755859375,19.959999084472656,305.6051,308.482
2004-05-18,1091.489990234375,19.329999923706055,300.10200000000003,307.685
2004-05-19,1088.6800537109375,18.93000030517578,308.4374,306.598
2004-05-20,1089.18994140625,18.670000076293945,303.7794,308.903
2004-05-21,1093.56005859375,18.489999771118164,300.1887,307.887
2004-05-24,1095.4100341796875,18.079999923706055,310.8826,308.389
2004-05-25,1113.050048828125,15.960000038146973,307.8806,308.79
2004-05-26,1114.93994140625,15.970000267028809,306.3284,310.061
2004-05-27,1121.280029296875,15.279999732971191,300.0778,312.151
2004-05-28,1120.6800537109375,15.5,301.4126,310.606
2004-06-01,1121.199951171875,16.299999237060547,315.6003,309.47900000000004
2004-06-02,1124.989990234375,16.079999923706055,303.9732,308.906
2004-06-03,1116.6400146484375,17.030000686645508,298.6589,309.366
2004-06-04,1122.5,16.780000686645508,294.5786,307.947
2004-06-07,1140.4200439453125,15.390000343322754,295.2394,308.25
2004-06-08,1142.1800537109375,15.010000228881836,288.9688,308.145
2004-06-09,1131.3299560546875,15.390000343322754,289.4991,307.163
2004-06-10,1136.469970703125,15.039999961853027,292.2033,307.671
2004-06-14,1125.2900390625,16.06999969482422,289.3312,306.003
2004-06-15,1132.010009765625,15.050000190734863,287.0998,310.41700000000003
2004-06-16,1133.56005859375,14.789999961853027,289.281,309.399
2004-06-17,1132.050048828125,15.149999618530273,295.8877,310.376
2004-06-18,1135.02001953125,14.989999771118164,296.0853,310.087
2004-06-21,1130.300048828125,15.260000228881836,290.54,310.559
2004-06-22,1134.4100341796875,14.3100004196167,292.1041,310.262
2004-06-23,1144.06005859375,13.979999542236328,291.0003,310.445
2004-06-24,1140.6500244140625,14.8100004196167,293.9008,311.819
2004-06-25,1134.4300537109375,15.1899995803833,291.7228,311.85400000000004
2004-06-28,1133.3499755859375,16.06999969482422,283.4072,309.682
2004-06-29,1136.199951171875,15.470000267028809,280.3381,310.779
2004-06-30,1140.8399658203125,14.34000015258789,286.3553,312.72900000000004
2004-07-01,1128.93994140625,15.199999809265137,294.2479,314.04200000000003
2004-07-02,1125.3800048828125,15.079999923706055,293.2093,316.577
2004-07-06,1116.2099609375,16.25,299.933,316.307
2004-07-07,1118.3299560546875,15.8100004196167,297.9167,316.47900000000004
2004-07-08,1109.1099853515625,16.200000762939453,301.0453,316.591
2004-07-09,1112.81005859375,15.779999732971191,298.7294,316.83
2004-07-12,1114.3499755859375,14.960000038146973,295.2603,317.39799999999997
2004-07-13,1115.1400146484375,14.460000038146973,293.6461,316.524
2004-07-14,1111.469970703125,13.760000228881836,300.9135,316.468
2004-07-15,1106.68994140625,14.710000038146973,298.6472,316.483
2004-07-16,1101.3900146484375,14.34000015258789,299.767,319.655
2004-07-19,1100.9000244140625,15.170000076293945,299.8597,319.694
2004-07-20,1108.6700439453125,14.170000076293945,295.2277,317.619
2004-07-21,1093.8800048828125,16.40999984741211,294.8605,316.697
2004-07-22,1096.8399658203125,15.75,299.8117,317.361
2004-07-23,1086.199951171875,16.5,301.2252,318.117
2004-07-26,1084.0699462890625,17.299999237060547,298.6093,317.207
2004-07-27,1094.8299560546875,16.549999237060547,299.8764,314.29
2004-07-28,1095.4200439453125,16.149999618530273,304.9508,314.522
2004-07-29,1100.4300537109375,15.680000305175781,304.0538,314.85
2004-07-30,1101.719970703125,15.319999694824219,307.4776,317.385
2004-08-02,1106.6199951171875,15.369999885559082,305.96,317.965
2004-08-03,1099.68994140625,16.030000686645508,307.4211,318.75
2004-08-04,1098.6300048828125,16.209999084472656,300.8193,318.645
2004-08-05,1080.699951171875,18.31999969482422,307.6015,319.369
2004-08-06,1063.969970703125,19.34000015258789,304.7612,324.055
2004-08-09,1065.219970703125,18.889999389648438,308.8501,323.385
2004-08-10,1079.0400390625,17.469999313354492,307.3524,322.428
2004-08-11,1075.7900390625,18.040000915527344,306.7517,322.671
2004-08-12,1063.22998046875,19.079999923706055,309.1815,323.384
2004-08-13,1064.800048828125,17.979999542236328,315.2628,324.548
2004-08-16,1079.3399658203125,17.56999969482422,312.8,323.44599999999997
2004-08-17,1081.7099609375,17.020000457763672,315.3857,324.783
2004-08-18,1095.1700439453125,16.229999542236328,315.3433,324.246
2004-08-19,1091.22998046875,16.959999084472656,322.0625,324.64599999999996
2004-08-20,1098.3499755859375,16.0,318.4112,324.284
2004-08-23,1095.6800537109375,15.880000114440918,314.8239,323.17
2004-08-24,1096.18994140625,15.329999923706055,310.7077,323.101
2004-08-25,1104.9599609375,14.979999542236328,302.3603,323.633
2004-08-26,1105.0899658203125,14.90999984741211,299.1373,324.478
2004-08-27,1107.77001953125,14.710000038146973,298.6248,324.561
2004-08-30,1099.1500244140625,15.4399995803833,297.1121,325.585
2004-08-31,1104.239990234375,15.289999961853027,295.5954,327.199
2004-09-01,1105.9100341796875,14.90999984741211,303.7866,327.236
2004-09-02,1118.31005859375,14.279999732971191,302.52299999999997,325.505
2004-09-03,1113.6300048828125,13.90999984741211,300.0787,323.091
2004-09-07,1121.300048828125,14.069999694824219,297.4387,324.35200000000003
2004-09-08,1116.27001953125,14.0600004196167,296.3365,326.486
2004-09-09,1118.3800048828125,14.010000228881836,305.7081,325.61400000000003
2004-09-10,1123.9200439453125,13.760000228881836,299.0625,326.193
2004-09-13,1125.8199462890625,13.170000076293945,305.925,326.899
2004-09-14,1128.3299560546875,13.5600004196167,309.2661,327.517
2004-09-15,1120.3699951171875,14.640000343322754,305.1364,326.594
2004-09-16,1123.5,14.390000343322754,305.959,329.208
2004-09-17,1128.550048828125,14.029999732971191,314.0051,327.855
2004-09-20,1122.199951171875,14.430000305175781,316.4033,329.711
2004-09-21,1129.300048828125,13.65999984741211,322.6001,330.30400000000003
2004-09-22,1113.56005859375,14.739999771118164,329.5592,331.579
2004-09-23,1108.3599853515625,14.800000190734863,330.1994,330.73199999999997
2004-09-24,1110.1099853515625,14.279999732971191,329.6935,330.642
2004-09-27,1103.52001953125,14.619999885559082,332.1768,331.588
2004-09-28,1110.06005859375,13.829999923706055,335.224,331.221
2004-09-29,1114.800048828125,13.210000038146973,337.2927,329.212
2004-09-30,1114.5799560546875,13.34000015258789,337.7328,328.466
2004-10-01,1131.5,12.75,339.3015,326.709
2004-10-04,1135.1700439453125,13.40999984741211,337.2008,327.2
2004-10-05,1134.47998046875,13.949999809265137,344.3634,327.238
2004-10-06,1142.050048828125,13.279999732971191,347.8611,325.961
2004-10-07,1130.6500244140625,14.5,352.2945,325.493
2004-10-08,1122.1400146484375,15.050000190734863,356.3715,328.485
2004-10-11,1124.3900146484375,14.710000038146973,358.4535,328.522
2004-10-12,1121.8399658203125,15.050000190734863,353.2741,329.31699999999995
2004-10-13,1113.6500244140625,15.420000076293945,356.6971,330.01
2004-10-14,1103.2900390625,16.43000030517578,360.9113,331.664
2004-10-15,1108.199951171875,15.039999961853027,361.1322,330.816
2004-10-18,1114.02001953125,14.710000038146973,355.3475,330.904
2004-10-19,1103.22998046875,15.130000114440918,356.8654,331.244
2004-10-20,1103.6600341796875,14.850000381469727,365.4063,332.54400000000004
2004-10-21,1106.489990234375,14.539999961853027,367.1421,332.42900000000003
2004-10-22,1095.739990234375,15.279999732971191,371.0643,332.844
2004-10-25,1094.800048828125,16.579999923706055,367.4348,333.235
2004-10-26,1111.0899658203125,16.389999389648438,373.2011,332.81800000000004
2004-10-27,1125.4000244140625,15.720000267028809,359.4567,330.278
2004-10-28,1127.43994140625,15.390000343322754,352.465,330.555
2004-10-29,1130.199951171875,16.270000457763672,355.2492,331.94300000000004
2004-11-01,1130.510009765625,16.270000457763672,346.9508,330.36300000000006
2004-11-02,1130.56005859375,16.18000030517578,344.0495,330.81699999999995
2004-11-03,1143.199951171875,14.039999961853027,350.24699999999996,330.99300000000005
2004-11-04,1161.6700439453125,13.970000267028809,340.0947,331.08099999999996
2004-11-05,1166.1700439453125,13.84000015258789,342.1066,328.111
2004-11-08,1164.8900146484375,13.800000190734863,339.8198,327.353
2004-11-09,1164.0799560546875,13.609999656677246,333.645,327.377
2004-11-10,1162.9100341796875,13.079999923706055,342.4363,326.657
2004-11-11,1173.47998046875,13.039999961853027,336.2359,326.694
2004-11-12,1184.1700439453125,13.329999923706055,335.4964,328.056
2004-11-15,1183.81005859375,13.380000114440918,334.5106,328.30800000000005
2004-11-16,1175.4300537109375,13.210000038146973,330.5201,327.966
2004-11-17,1181.93994140625,13.210000038146973,337.5651,329.63199999999995
2004-11-18,1183.550048828125,12.979999542236328,334.0804,330.338
2004-11-19,1170.3399658203125,13.5,344.3201,328.291
2004-11-22,1177.239990234375,12.970000267028809,340.7202,329.111
2004-11-23,1176.93994140625,12.670000076293945,343.0089,328.63
2004-11-24,1181.760009765625,12.720000267028809,350.07099999999997,328.36400000000003
2004-11-26,1182.6500244140625,12.779999732971191,349.406,327.427
2004-11-29,1178.5699462890625,13.300000190734863,347.13,325.039
2004-11-30,1173.8199462890625,13.239999771118164,342.5017,324.42
2004-12-01,1191.3699951171875,12.970000267028809,326.5933,323.948
2004-12-02,1190.3299560546875,12.979999542236328,311.7651,323.475
2004-12-03,1191.1700439453125,12.960000038146973,309.0435,326.856
2004-12-06,1190.25,13.1899995803833,311.3613,327.711
2004-12-07,1177.0699462890625,13.670000076293945,303.2428,328.106
2004-12-08,1182.81005859375,13.1899995803833,305.7915,330.645
2004-12-09,1189.239990234375,12.880000114440918,310.7389,329.866
2004-12-10,1188.0,12.760000228881836,303.4591,330.147
2004-12-13,1198.6800537109375,12.539999961853027,309.3366,330.31300000000005
2004-12-14,1203.3800048828125,12.729999542236328,312.7788,330.874
2004-12-15,1205.719970703125,12.350000381469727,323.4529,332.341
2004-12-16,1203.2099609375,12.270000457763672,320.4375,329.534
2004-12-17,1194.199951171875,11.949999809265137,332.5043,329.075
2004-12-20,1194.6500244140625,11.829999923706055,326.474,329.26599999999996
2004-12-21,1205.449951171875,11.550000190734863,326.2365,330.12
2004-12-22,1209.5699462890625,11.449999809265137,319.3767,329.342
2004-12-23,1210.1300048828125,11.229999542236328,318.20599999999996,328.88300000000004
2004-12-27,1204.9200439453125,12.140000343322754,305.137,327.135
2004-12-28,1213.5400390625,12.0,306.7903,327.224
2004-12-29,1213.449951171875,11.619999885559082,310.7184,326.44599999999997
2004-12-30,1213.550048828125,12.5600004196167,310.6612,328.014
2004-12-31,1211.9200439453125,13.289999961853027,310.4673,329.341
2005-01-03,1202.0799560546875,14.079999923706055,304.1925,329.341
2005-01-04,1188.050048828125,13.979999542236328,308.8011,327.69599999999997
2005-01-05,1183.739990234375,14.09000015258789,306.2471,327.88599999999997
2005-01-06,1187.8900146484375,13.579999923706055,317.1966,328.014
2005-01-07,1186.18994140625,13.489999771118164,316.8364,327.836
2005-01-10,1190.25,13.229999542236328,317.8814,328.05199999999996
2005-01-11,1182.989990234375,13.1899995803833,319.0152,328.93199999999996
2005-01-12,1187.699951171875,12.5600004196167,320.3361,329.226
2005-01-13,1177.449951171875,12.84000015258789,330.3758,330.514
2005-01-14,1184.52001953125,12.430000305175781,330.4464,329.914
2005-01-18,1195.97998046875,12.470000267028809,329.2719,330.48800000000006
2005-01-19,1184.6300048828125,13.180000305175781,328.2237,330.76800000000003
2005-01-20,1175.4100341796875,13.829999923706055,326.1654,331.36800000000005
2005-01-21,1167.8699951171875,14.359999656677246,331.9326,332.095
2005-01-24,1163.75,14.649999618530273,334.3407,332.592
2005-01-25,1168.4100341796875,14.0600004196167,338.1748,330.98400000000004
2005-01-26,1174.0699462890625,13.4399995803833,336.1129,330.908
2005-01-27,1174.550048828125,13.239999771118164,334.7884,330.55
2005-01-28,1171.3599853515625,13.239999771118164,326.9912,332.413
2005-01-31,1181.27001953125,12.819999694824219,331.4828,332.60400000000004
2005-02-01,1189.4100341796875,12.029999732971191,326.8229,332.566
2005-02-02,1193.18994140625,11.65999984741211,323.8281,332.464
2005-02-03,1189.8900146484375,11.789999961853027,320.9045,331.95300000000003
2005-02-04,1203.030029296875,11.210000038146973,320.3523,334.415
2005-02-07,1201.719970703125,11.729999542236328,315.6633,334.977
2005-02-08,1202.300048828125,11.600000381469727,318.1024,335.461
2005-02-09,1191.989990234375,12.0,319.9891,336.97900000000004
2005-02-10,1197.010009765625,11.510000228881836,328.8077,334.56699999999995
2005-02-11,1205.300048828125,11.430000305175781,329.3179,333.84
2005-02-14,1206.1400146484375,11.520000457763672,330.3426,334.56800000000004
2005-02-15,1210.1199951171875,11.270000457763672,330.5318,333.968
2005-02-16,1210.3399658203125,11.100000381469727,334.1177,332.361
2005-02-17,1200.75,11.770000457763672,331.4112,331.62
2005-02-18,1201.5899658203125,11.180000305175781,334.6037,329.847
2005-02-22,1184.1600341796875,13.140000343322754,348.6693,329.19599999999997
2005-02-23,1190.800048828125,12.390000343322754,350.0359,329.70599999999996
2005-02-24,1200.199951171875,11.569999694824219,350.6005,329.375
2005-02-25,1211.3699951171875,11.489999771118164,352.9121,329.75699999999995
2005-02-28,1203.5999755859375,12.079999923706055,355.8531,327.563
2005-03-01,1210.4100341796875,12.039999961853027,355.0824,327.232
2005-03-02,1210.0799560546875,12.5,362.0893,327.111
2005-03-03,1210.469970703125,12.930000305175781,364.7761,326.99
2005-03-04,1222.1199951171875,11.9399995803833,365.0636,328.996
2005-03-07,1225.31005859375,12.260000228881836,365.3371,329.295
2005-03-08,1219.4300537109375,12.399999618530273,371.5763,327.438
2005-03-09,1207.010009765625,12.699999809265137,373.67,323.79200000000003
2005-03-10,1209.25,12.489999771118164,368.8168,325.355
2005-03-11,1200.0799560546875,12.800000190734863,373.9973,323.376
2005-03-14,1206.8299560546875,12.390000343322754,376.0674,323.938
2005-03-15,1197.75,13.149999618530273,378.5848,323.33099999999996
2005-03-16,1188.0699462890625,13.489999771118164,384.9847,324.0
2005-03-17,1190.2099609375,13.289999961853027,384.8151,325.26
